@RELATION gesture
@ATTRIBUTE rightVectorX numeric
@ATTRIBUTE rightVectorY numeric
@ATTRIBUTE rightVectorZ numeric
@ATTRIBUTE handConfigurationRight numeric
@ATTRIBUTE leftVectorX numeric
@ATTRIBUTE leftVectorY numeric
@ATTRIBUTE leftVectorZ numeric
@ATTRIBUTE handConfigurationLeft numeric
@DATA
0.96	-0.68	266	1	-0.748571	0.857143	25	1
0.982759	-0.689655	267	1	-0.758621	0.856322	25	1
0.954286	-0.697143	266	1	-0.765714	0.851429	30	1
0.977012	-0.689655	267	1	-0.770115	0.856322	29	1
0.977012	-0.666667	260	1	-0.770115	0.856322	31	1
0.977012	-0.643678	254	1	-0.770115	0.856322	30	1
0.977012	-0.614943	253	1	-0.764368	0.856322	32	1
0.96	-0.594286	247	1	-0.76	0.845714	33	1
1.04571	-0.137143	104	1	-0.76	0.851429	33	1
1.05714	-0.177143	111	1	-0.76	0.857143	36	1
1.01724	-0.229885	97	1	-0.764368	0.856322	34	1
1.03448	-0.258621	111	1	-0.764368	0.856322	38	1
1	-0.482759	214	1	-0.764368	0.844828	35	1
1.04023	-0.505747	204	1	-0.752874	0.844828	37	1
1.10286	-0.177143	91	1	-0.765714	0.828571	35	1
1.05143	-0.274286	120	1	-0.748571	0.851429	42	1
1.05143	-0.217143	94	1	-0.765714	0.834286	39	1
1.07429	-0.0571429	76	1	-0.748571	0.845714	41	1
1.14118	-0.0941176	82	1	-0.782353	0.870588	29	1
1.09302	-0.156977	62	1	-0.761628	0.860465	35	1
1.11561	-0.0867052	79	1	-0.757225	0.861272	37	1
1.09249	0.00578035	54	1	-0.751445	0.867052	39	1
1.09714	-0.0457143	65	1	-0.748571	0.851429	40	1
1.10857	-0.0285714	63	1	-0.742857	0.862857	40	1
1.06857	-0.217143	82	1	-0.76	0.868571	39	1
1.07429	-0.217143	83	1	-0.748571	0.868571	36	1
1.10857	-0.0228571	58	1	-0.748571	0.874286	34	1
1.12571	-0.102857	81	1	-0.76	0.874286	36	1
1.05682	-0.227273	83	1	-0.755682	0.869318	34	1
1.12994	-0.412429	201	1	-0.751412	0.870057	33	1
1.10286	-0.485714	240	1	-0.754286	0.874286	34	1
1.12571	-0.485714	236	1	-0.76	0.874286	36	1
1.07429	-0.268571	125	1	-0.748571	0.874286	35	1
1.16667	-0.362069	166	1	-0.752874	0.885057	38	1
1.13295	-0.358382	178	1	-0.780347	0.878613	32	1
1.22543	-0.375723	157	1	-0.757225	0.895954	37	1
1.23699	-0.618497	268	1	-0.774566	0.878613	34	1
1.21143	-0.634286	270	1	-0.765714	0.88	37	1
1.23563	-0.626437	271	1	-0.758621	0.890805	38	1
1.24138	-0.632184	274	1	-0.758621	0.885057	38	1
1.24571	-0.622857	276	1	-0.754286	0.885714	37	1
1.24571	-0.605714	275	1	-0.765714	0.885714	36	1
1.24571	-0.634286	276	1	-0.765714	0.885714	34	1
